ID	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)
MAG09046	o__Clostridiales (UID1226)	155	278	158	99.76	1.27	0	2665492	34277	2332	2332	47847	414	342	327	3284	3047
MAG09047	o__Clostridiales (UID1212)	172	263	149	79.36	1.51	66.67	2030816	20792	2116	2116	7395	344	274	264	3118	2964
MAG09048	p__Actinobacteria (UID2112)	31	211	124	66.34	1.85	0	1098530	10200	1276	1276	3651	336	263	255	1241	1192
MAG09049	o__Clostridiales (UID1226)	155	274	157	94.59	0.64	100	2250520	29722	2298	2298	14427	363	299	286	2232	2147
MAG09050	k__Bacteria (UID203)	5449	102	56	65.36	0	0	2068974	21265	1973	1973	11640	370	313	302	3654	3378
MAG09051	f__Lachnospiraceae (UID1286)	57	420	207	87.2	1.76	0	2456946	32143	2280	2280	129507	394	326	312	1518	1449
MAG09052	o__Clostridiales (UID1226)	155	278	158	70.89	0.32	0	1837576	22433	1625	1625	146984	395	338	325	1880	1799
MAG09053	f__Lachnospiraceae (UID1286)	57	420	207	98.55	0	0	2642108	38628	2414	2414	93732	394	327	311	1707	1557
MAG09054	o__Clostridiales (UID1212)	172	263	149	91.44	2.1	42.86	2055712	21773	2107	2107	15634	344	284	274	1268	1210
MAG09055	o__Clostridiales (UID1212)	172	257	149	69.43	0.67	100	1597232	13297	1908	1908	3671	317	250	243	1381	1338
MAG09056	k__Bacteria (UID203)	5449	103	57	64.62	0	0	2127128	28427	2002	2002	19262	386	316	302	1513	1451
MAG09057	p__Actinobacteria (UID2112)	31	211	124	98.94	0	0	2366843	19954	2061	2061	128116	387	330	320	2337	2193
MAG09058	o__Clostridiales (UID1212)	172	263	149	98.66	0.34	0	2321895	38850	2278	2278	53259	366	295	278	2756	2569
MAG09059	o__Clostridiales (UID1212)	172	263	149	87.25	0.17	0	1987268	33747	1941	1941	8433	377	302	285	2185	2008
MAG09060	f__Bifidobacteriaceae (UID1458)	77	464	220	79.51	0.71	50	1865287	19472	1631	1631	38340	415	334	322	3112	3019
MAG09061	o__Clostridiales (UID1212)	172	263	149	95.16	1.34	0	2604507	31370	2415	2415	19543	379	317	304	1910	1764
MAG09062	k__Bacteria (UID203)	5449	103	57	64.91	0	0	1427350	24405	1635	1635	3814	330	266	251	1710	1582
MAG09063	f__Lachnospiraceae (UID1256)	33	333	171	63.59	0	0	1762637	22429	1676	1676	66863	388	312	298	3655	3490
MAG09064	p__Actinobacteria (UID2112)	31	211	124	96.77	0.12	0	1638693	17902	1402	1402	77761	411	349	336	15135	14165
MAG09065	p__Actinobacteria (UID2112)	31	211	124	99.6	0	0	2116376	18146	1799	1799	145609	414	342	332	2788	2677
MAG09066	f__Lachnospiraceae (UID1256)	33	333	171	74.68	0.38	50	1816911	23078	1930	1930	4656	356	284	272	2103	1965
MAG09067	o__Clostridiales (UID1226)	155	278	158	96.84	1.9	20	2705858	31915	2413	2413	97548	405	331	317	2384	2241
MAG09068	k__Bacteria (UID203)	5449	103	57	50.88	1.75	0	1474555	18953	1369	1369	74330	384	323	309	1762	1668
MAG09069	o__Clostridiales (UID1212)	172	261	147	95.56	0.74	100	2411553	24798	2135	2135	11880	384	322	310	2071	1951
MAG09070	o__Clostridiales (UID1212)	172	263	149	86.87	1.68	66.67	2704725	34590	2479	2479	17678	382	305	291	2093	1966
MAG09071	o__Clostridiales (UID1212)	172	263	149	98.99	3.36	100	2862995	39461	2493	2493	204746	414	344	328	6286	5938
MAG09072	k__Bacteria (UID2372)	131	177	106	98.11	0	0	2738398	47652	2947	2947	80136	341	283	267	2744	2543
MAG09073	f__Bifidobacteriaceae (UID1458)	77	464	220	60.98	0.91	66.67	1258203	13848	1038	1038	135658	423	358	345	2031	1907
MAG09074	o__Clostridiales (UID1212)	172	263	149	97.48	0	0	2026609	29016	1847	1847	249004	391	328	313	2150	1958
MAG09075	k__Bacteria (UID203)	5449	102	56	56.01	0	0	1767609	16720	1737	1737	11223	360	304	294	3566	3283
MAG09076	k__Bacteria (UID203)	5449	102	56	76.54	0	0	2092292	21011	2029	2029	29502	365	305	295	3420	3291
MAG09077	k__Bacteria (UID203)	5449	103	57	52.1	0	0	2432297	31856	2139	2139	78171	410	339	324	2495	2396
MAG09078	f__Bifidobacteriaceae (UID1462)	65	476	217	56.62	0	0	1394715	13963	1209	1209	74799	412	340	328	1995	1885
MAG09079	o__Clostridiales (UID1120)	304	247	141	98.94	0	0	1797279	22538	1601	1601	32920	403	336	322	2673	2507
MAG09080	o__Clostridiales (UID1212)	172	263	149	92.28	0.8	66.67	1889224	17513	1763	1763	126653	389	322	312	2719	2586
MAG09081	o__Clostridiales (UID1212)	172	263	149	92.17	2.99	16.67	1992929	34176	2012	2012	8345	372	302	285	2355	2162
MAG09082	k__Bacteria (UID2372)	131	177	106	93.71	0.94	0	2245897	38268	2708	2708	6929	311	253	239	2238	2046
MAG09083	o__Clostridiales (UID1212)	172	261	147	95.92	0	0	2262840	23572	2042	2042	7640	385	320	308	1576	1504
MAG09084	o__Clostridiales (UID1226)	155	278	158	100	0.95	0	2684178	34370	2275	2275	67214	427	352	337	3285	3051
MAG09085	g__Streptococcus (UID684)	26	668	229	96.18	2.82	25	1987624	27159	1882	1882	37637	377	314	299	2022	1889
MAG09086	o__Bacteroidales (UID2657)	160	492	269	84.23	0.05	100	3055077	44915	2526	2526	76024	434	365	347	2669	2559
MAG09087	p__Actinobacteria (UID2112)	31	211	124	100	0	0	2197069	20523	1834	1834	67466	420	343	332	2631	2481
MAG09088	k__Bacteria (UID203)	5449	103	57	53.55	0	0	1457284	17963	1411	1411	14066	380	309	296	1286	1228
MAG09089	o__Selenomonadales (UID1024)	64	334	167	98	0.07	100	2284194	22985	2171	2171	26379	375	310	299	3966	3746
MAG09090	k__Bacteria (UID203)	5449	103	57	98.25	4.47	22.22	3107779	36836	2795	2795	104977	403	329	315	2321	2165
MAG09091	o__Bacteroidales (UID2657)	160	491	268	90.51	1.93	12.5	4127377	58407	3949	3949	18710	396	314	300	2193	2083
MAG09092	k__Bacteria (UID203)	5449	104	58	56.72	1.72	100	2952526	42299	2379	2379	20412	448	374	356	1966	1873
MAG09093	f__Bifidobacteriaceae (UID1462)	65	476	217	90.5	2.34	88.89	2151815	21333	1865	1865	28948	411	333	322	2704	2602
MAG09094	o__Clostridiales (UID1212)	172	263	149	78.56	3.69	14.29	2033728	23333	2301	2301	5445	312	258	248	2016	1855
MAG09095	o__Clostridiales (UID1212)	172	263	149	87.07	0.45	0	1702984	19151	1918	1919	5076	336	263	253	1438	1361
MAG09096	o__Clostridiales (UID1212)	172	263	149	53.06	1.51	0	1345844	17641	1596	1596	3336	315	257	246	2178	2036
MAG09097	o__Clostridiales (UID1212)	172	257	149	97.99	0.67	0	2447306	20955	2305	2305	70788	371	308	299	2189	2056
MAG09098	o__Clostridiales (UID1212)	172	261	147	97.28	1.02	100	3427013	36202	2995	2995	70490	394	335	322	3570	3302
MAG09099	o__Selenomonadales (UID1024)	64	334	167	97.98	2.1	0	2292236	29080	2265	2265	24484	372	305	292	1542	1461
MAG09100	f__Lachnospiraceae (UID1256)	33	333	171	94.15	0	0	2287873	29316	2015	2015	73694	413	338	323	3715	3422
MAG09101	k__Bacteria (UID203)	5449	103	57	55.74	0	0	1312897	23212	1503	1503	3050	334	258	243	1751	1612
MAG09102	p__Bacteroidetes (UID2605)	350	314	208	99.52	0.96	0	2341347	26384	2051	2051	155327	399	325	313	2048	1927
MAG09103	o__Clostridiales (UID1212)	172	263	149	76.31	0.67	0	1747402	14836	1714	1714	39941	363	299	290	1933	1840
MAG09104	o__Clostridiales (UID1226)	155	274	157	96.18	0	0	2767229	36737	2499	2499	56569	401	332	318	2732	2512
MAG09105	k__Bacteria (UID203)	5449	103	58	78.1	2.76	50	5988908	99132	4664	4664	64010	481	390	369	1914	1822
MAG09106	o__Clostridiales (UID1226)	155	278	158	79.36	0.74	50	2145954	22100	2375	2375	5009	344	275	266	3722	3619
MAG09107	o__Clostridiales (UID1226)	155	278	158	79.03	0.32	0	2276951	26879	2060	2060	36910	391	326	313	1880	1798
MAG09108	p__Actinobacteria (UID2112)	31	211	124	81.25	0.81	100	2337868	18955	2240	2240	8151	384	304	296	3195	3143
MAG09109	o__Clostridiales (UID1212)	172	261	147	83.05	0.68	0	1867402	18846	1704	1704	71695	385	320	309	1803	1712
MAG09110	o__Clostridiales (UID1212)	172	263	149	99.33	0	0	2574763	43965	2266	2267	111898	391	335	315	2414	2246
MAG09111	o__Clostridiales (UID1212)	172	263	149	95.15	1.89	0	2289829	24159	2371	2371	7109	347	277	267	2699	2533
MAG09112	o__Clostridiales (UID1226)	155	278	158	80.83	0	0	2062251	21882	1993	1993	6987	367	300	289	4531	4356
MAG09113	o__Clostridiales (UID1212)	172	263	149	58.11	0.34	0	1196101	13755	1438	1438	3126	313	248	238	1153	1116
MAG09114	o__Clostridiales (UID1212)	172	263	149	87.33	1.34	0	1611284	14085	1657	1657	13478	356	290	282	2840	2703
MAG09115	o__Clostridiales (UID1212)	172	263	149	75.59	0.67	0	1429848	12088	1578	1578	4977	339	269	261	2268	2146
MAG09116	o__Clostridiales (UID1226)	155	278	158	70.2	2.69	100	2430884	28665	2508	2508	5734	356	291	280	1531	1440
MAG09117	f__Bifidobacteriaceae (UID1458)	77	464	220	100	3.56	19.05	2304579	25193	1880	1880	231308	422	358	345	3115	3014
MAG09118	o__Clostridiales (UID1212)	172	263	149	97.09	3.54	14.29	1982564	19156	1929	1929	42270	367	299	289	1537	1469
MAG09119	o__Clostridiales (UID1212)	172	263	149	91.93	1.34	50	2641462	34038	2362	2362	20404	387	317	302	1831	1711
MAG09120	f__Lachnospiraceae (UID1255)	90	354	174	97.13	4.31	0	7268621	89312	6392	6392	65430	404	340	326	3055	2853
MAG09121	k__Bacteria (UID203)	5449	102	56	50.08	0	0	1276448	11163	1678	1678	2168	288	227	220	966	948
MAG09122	p__Bacteroidetes (UID2605)	350	314	208	57.99	2.4	20	2182417	25766	2589	2589	2281	328	256	246	1296	1230
MAG09123	f__Lachnospiraceae (UID1286)	57	420	207	99.28	0.48	0	2842052	41643	2656	2656	82593	388	319	303	2564	2354
MAG09124	o__Clostridiales (UID1212)	172	261	147	87.41	3.4	72.73	1946166	19917	1812	1812	55687	385	318	307	1512	1446
MAG09125	o__Clostridiales (UID1212)	172	263	149	57.46	0	0	1365475	24394	1573	1573	3834	320	261	245	2115	1957
MAG09126	o__Clostridiales (UID1212)	172	261	147	90.58	2.04	100	2220202	22418	2169	2169	33206	367	298	288	3111	2970
MAG09127	o__Clostridiales (UID1226)	155	278	158	71.12	1.27	0	2555470	33167	2602	2602	7416	363	297	284	2309	2208
MAG09128	o__Clostridiales (UID1212)	172	263	149	94.63	1.01	0	2286905	39188	2156	2156	23676	396	320	302	3987	3657
MAG09129	o__Clostridiales (UID1212)	172	263	149	97.32	0	0	1968972	23316	1812	1812	223799	402	329	316	2391	2229
MAG09130	o__Bacteroidales (UID2617)	213	406	265	94.4	1.11	20	2910937	43136	2597	2597	12542	409	334	317	4409	4070
MAG09131	o__Clostridiales (UID1226)	155	278	158	95.06	0.63	0	2240313	23948	1994	1994	22817	383	325	313	3072	2942
MAG09132	f__Lachnospiraceae (UID1255)	90	354	174	83.02	1.72	0	2344263	29308	2129	2129	16567	393	325	312	2925	2710
MAG09133	o__Clostridiales (UID1120)	304	247	141	91.45	0.71	100	2034640	23189	2105	2105	14761	367	289	278	2852	2691
MAG09134	p__Actinobacteria (UID2112)	31	211	124	91.59	0.23	50	1966104	20899	1879	1880	12293	361	300	288	3915	3676
MAG09135	o__Clostridiales (UID1212)	172	261	147	88.65	0	0	2155235	22115	1958	1958	8992	382	316	305	2096	1980
MAG09136	o__Clostridiales (UID1212)	172	263	149	95.97	0.34	0	2545210	34146	2371	2371	46950	396	327	313	2355	2190
MAG09137	f__Lachnospiraceae (UID1286)	57	420	207	98.79	0	0	2863655	42206	2686	2686	145770	388	318	302	2581	2355
MAG09138	o__Clostridiales (UID1226)	155	278	158	86.91	2.22	100	2658000	33076	2508	2508	34797	388	321	308	3852	3569
MAG09139	o__Clostridiales (UID1212)	172	263	149	64.29	3.02	20	1653890	24556	2051	2051	2668	313	247	235	1393	1269
MAG09140	f__Lachnospiraceae (UID1256)	33	333	171	74.85	1.17	0	1887329	22807	1763	1763	44635	373	318	305	1721	1639
MAG09141	o__Clostridiales (UID1120)	304	250	143	77.25	0.47	0	2025805	18800	2258	2258	4228	334	268	260	1626	1551
MAG09142	p__Bacteroidetes (UID2605)	350	314	208	98.69	1.6	25	2190881	24279	1944	1944	87431	398	324	312	1590	1484
MAG09143	k__Bacteria (UID203)	5449	104	58	61.08	3.45	0	1658657	15611	1956	1956	3871	326	258	250	1367	1308
MAG09144	k__Bacteria (UID203)	5449	104	58	98.28	3.92	0	2054818	18395	1773	1773	65774	402	337	326	2794	2658
MAG09145	o__Clostridiales (UID1212)	172	263	149	79.76	3.19	13.33	1960037	17743	1897	1897	8306	375	304	294	2842	2684
MAG09146	o__Selenomonadales (UID1024)	64	334	167	81.02	1.67	0	1652968	19727	1960	1960	3592	316	251	241	1375	1301
MAG09147	o__Clostridiales (UID1212)	172	263	149	96.98	2.71	20	2302699	27176	2334	2334	11088	367	290	278	2504	2375
MAG09148	o__Bacteroidales (UID2657)	160	492	269	91.15	0.28	100	3809130	55233	3109	3109	27173	444	368	350	2008	1918
MAG09149	o__Clostridiales (UID1212)	172	263	149	85.14	1.06	33.33	1700273	19043	1877	1877	5860	340	268	258	1410	1320
MAG09150	f__Lachnospiraceae (UID1256)	33	333	171	97.06	0.58	0	2956452	36913	2842	2842	32027	396	309	296	2444	2316
MAG09151	o__Clostridiales (UID1226)	155	278	158	57.49	2.53	22.22	1547983	18995	1423	1423	10936	392	319	306	2948	2805
MAG09152	k__Bacteria (UID203)	5449	103	57	57.66	0	0	2578518	31762	2442	2442	7981	381	306	293	1441	1354
MAG09153	p__Actinobacteria (UID2112)	31	211	124	99.6	0.81	0	2042426	19842	1813	1813	51239	418	339	328	14989	14153
MAG09154	g__Prevotella (UID2724)	55	567	296	92.68	1.26	42.86	2781360	41844	2466	2466	15750	425	335	318	2516	2329
MAG09155	k__Bacteria (UID2982)	88	229	147	97.96	0.68	0	2823367	30451	2385	2385	273399	412	349	336	3176	2944
MAG09156	o__Clostridiales (UID1212)	172	263	149	95.86	2.57	50	2244564	37974	2099	2099	18669	377	313	295	2267	2122
MAG09157	o__Clostridiales (UID1212)	172	263	149	77.6	0.67	0	1814187	32944	2083	2083	5617	322	263	247	2700	2499
MAG09158	o__Clostridiales (UID1212)	172	263	149	90.37	0.73	50	1911963	17290	1815	1815	46207	382	315	306	2949	2826
MAG09159	o__Clostridiales (UID1212)	172	261	147	95.16	0.17	100	2498998	26078	2344	2344	20781	381	319	308	3671	3403
MAG09160	k__Bacteria (UID203)	5449	103	57	51.93	3.51	33.33	1942777	25366	2102	2102	5035	349	278	266	1497	1430
MAG09161	o__Clostridiales (UID1212)	172	263	149	94.63	0.67	0	2081695	24241	1972	1972	36047	379	313	300	2431	2258
MAG09162	o__Clostridiales (UID1212)	172	263	149	63.42	2.24	0	1520295	19772	1817	1817	3512	307	255	244	1588	1484
MAG09163	k__Bacteria (UID2329)	174	149	89	59.43	2.25	0	742811	17028	894	894	9983	307	249	230	1438	1345
MAG09164	o__Clostridiales (UID1212)	172	257	149	97.65	0.67	0	2372022	21215	2297	2297	71169	376	306	297	2195	2071
MAG09165	o__Clostridiales (UID1226)	155	278	158	91.24	0.63	0	2348120	26866	2192	2192	23524	380	314	301	1530	1480
MAG09166	p__Actinobacteria (UID2112)	31	211	124	97.18	0.27	0	2642164	21758	2280	2280	37321	420	336	327	15872	14969
MAG09167	f__Lachnospiraceae (UID1256)	33	333	171	95.65	1.95	60	2232479	28091	1994	1994	22160	409	334	320	4108	3853
MAG09168	o__Clostridiales (UID1212)	172	263	149	86.26	0.73	50	1684031	14646	1663	1663	39161	374	303	295	2594	2459
MAG09169	k__Bacteria (UID203)	5449	104	58	72.44	3.45	100	1729845	17548	1836	1836	5248	339	273	264	1893	1768
MAG09170	f__Bifidobacteriaceae (UID1458)	77	464	220	98.64	0.45	0	2087042	21744	1684	1684	211542	425	365	352	3113	3020
MAG09171	c__Clostridia (UID1118)	387	223	124	58.53	0.07	0	1832930	18755	2144	2144	2633	307	247	239	1088	1063
MAG09172	o__Clostridiales (UID1212)	172	263	149	99.33	1.68	0	2257200	35702	2136	2136	228241	379	309	293	3491	3232
MAG09173	o__Clostridiales (UID1212)	172	263	149	95.26	0.36	100	1980653	24033	2057	2057	10378	350	286	275	1258	1208
MAG09174	p__Actinobacteria (UID2112)	31	211	124	99.6	3.23	0	2310671	18634	1940	1940	90177	412	344	334	2399	2274
MAG09175	o__Clostridiales (UID1212)	172	263	149	98.32	0	0	1843915	32789	1726	1726	129109	391	329	310	3128	2857
MAG09176	o__Clostridiales (UID1226)	155	278	158	69.29	1.48	66.67	2057888	27210	2226	2226	5688	344	279	266	2233	2114
MAG09177	o__Clostridiales (UID1212)	172	263	149	79.29	2.01	25	1567119	16384	1820	1820	4759	315	251	242	1268	1210
MAG09178	o__Clostridiales (UID1212)	172	261	147	54.4	0.84	0	1538279	13468	2017	2017	2339	288	226	219	1225	1180
MAG09179	c__Deltaproteobacteria (UID3218)	61	284	169	87.39	1.27	0	3074508	25532	3270	3270	3955	343	269	262	1550	1505
MAG09180	o__Clostridiales (UID1120)	304	250	143	99.3	1.75	20	2981270	30980	2665	2665	19866	397	330	318	2929	2729
MAG09181	f__Lachnospiraceae (UID1286)	57	420	207	74.53	0.82	66.67	1771269	24856	2021	2021	4360	325	263	250	1544	1397
MAG09182	o__Clostridiales (UID1212)	172	263	149	65.59	0.4	0	1069918	9920	1375	1375	2825	291	232	224	1201	1175
MAG09183	k__Bacteria (UID203)	5449	104	58	71.9	0	0	4963138	49075	4708	4708	67134	366	312	302	1650	1591
MAG09184	o__Clostridiales (UID1212)	172	263	149	97.85	0	0	2852717	45319	2723	2723	109229	386	315	298	2295	2118
MAG09185	o__Selenomonadales (UID1024)	64	334	167	99.2	1.5	25	2283006	28889	2162	2162	37397	378	311	298	4234	3790
MAG09186	o__Clostridiales (UID1212)	172	263	149	93.96	1.45	66.67	2359544	23851	2330	2330	18996	361	284	274	3249	3077
MAG09187	p__Proteobacteria (UID3887)	1487	256	161	93.79	0.78	0	2024740	16652	1974	1974	9999	373	299	291	1865	1812
MAG09188	o__Clostridiales (UID1212)	172	263	149	57.88	0.86	0	959878	12869	1247	1247	2490	287	229	219	941	902
MAG09189	o__Clostridiales (UID1212)	172	263	149	91.08	1.34	0	2433393	32146	2479	2479	17764	352	297	284	2181	2069
MAG09190	k__Bacteria (UID2372)	131	177	106	93.94	1.34	25	2179682	35300	2302	2302	13159	356	287	272	2311	2131
MAG09191	o__Clostridiales (UID1375)	50	332	124	95.65	0.09	100	2603136	52752	2577	2577	16879	344	290	269	2542	2281
MAG09192	o__Bacteroidales (UID2657)	160	491	268	98.6	0	0	3745807	56900	3081	3082	70243	443	373	354	1870	1819
MAG09193	k__Bacteria (UID203)	5449	104	58	65.52	0	0	2678809	40965	2219	2219	33786	437	361	342	1893	1812
MAG09194	f__Enterobacteriaceae (UID5162)	88	1207	328	99.93	0.75	10	4728746	54939	4460	4460	167169	381	312	300	2217	1977
MAG09195	o__Clostridiales (UID1226)	155	278	158	85.33	1.9	0	2112571	22712	2049	2049	9484	368	300	289	1954	1887
MAG09196	o__Clostridiales (UID1226)	155	278	158	94.52	1.27	0	2700428	31445	2439	2439	40765	398	328	315	1643	1567
MAG09197	o__Clostridiales (UID1226)	155	278	158	95.73	0	0	2681818	35766	2534	2534	106535	396	324	310	2607	2447
MAG09198	o__Lactobacillales (UID544)	293	475	267	99.5	0.95	0	2811230	38344	2810	2810	74547	360	298	284	2033	1907
MAG09199	k__Bacteria (UID203)	5449	103	57	53.8	3.51	50	1791504	22107	1829	1829	9688	356	295	283	1778	1656
MAG09200	f__Lachnospiraceae (UID1256)	33	333	171	90.22	0.34	0	2309624	28969	2174	2174	27712	383	320	307	2273	2161
MAG09201	p__Bacteroidetes (UID2605)	350	314	208	95.1	1.92	0	2090970	23050	1964	1964	14402	385	307	295	2041	1955
MAG09202	c__Clostridia (UID1085)	35	420	196	64.46	2.45	11.11	1793904	20703	2146	2146	4264	305	251	242	1667	1580
MAG09203	o__Clostridiales (UID1226)	155	278	158	78.26	0.63	25	2376927	29446	2122	2122	21487	387	318	304	3001	2843
MAG09204	o__Bacteroidales (UID2716)	92	487	270	98.68	0.02	100	3076867	47638	2541	2541	50540	432	360	341	2527	2335
MAG09205	o__Clostridiales (UID1212)	172	261	147	84.86	0	0	1690261	16239	1672	1672	7067	361	299	289	1418	1373
MAG09206	k__Bacteria (UID203)	5449	104	58	56.9	0	0	1251381	14467	1186	1186	49974	389	319	307	1416	1344
MAG09207	f__Lachnospiraceae (UID1256)	33	333	171	97.95	0	0	2708000	34740	2465	2465	69114	392	324	310	2208	2062
MAG09208	o__Clostridiales (UID1212)	172	263	149	98.95	1.6	78.57	2642412	45052	2360	2360	93498	389	330	311	2409	2247
MAG09209	k__Bacteria (UID2372)	131	177	106	60.36	1.55	0	3085452	53601	4106	4106	2472	274	219	206	1386	1305
MAG09210	o__Clostridiales (UID1212)	172	263	149	91.47	0	0	2572543	41349	2426	2426	71969	386	321	304	2110	2000
MAG09211	k__Bacteria (UID2372)	131	177	106	97.17	0	0	3769447	43031	3705	3705	97872	348	290	279	2773	2641
MAG09212	f__Bifidobacteriaceae (UID1462)	65	476	217	98.46	1.32	20	2430479	24663	2080	2080	142404	418	343	331	3165	3071
MAG09213	o__Bacteroidales (UID2621)	198	427	260	62.81	0.94	25	2672263	40094	3128	3128	2675	336	260	247	2080	1927
MAG09214	o__Clostridiales (UID1226)	155	278	158	97.37	0.63	0	3280291	39078	3030	3030	45079	383	324	311	2233	2151
MAG09215	f__Enterobacteriaceae (UID5124)	134	1173	336	96.48	0.36	40	4084612	46629	3830	3830	32815	380	315	302	1654	1576
MAG09216	o__Lactobacillales (UID543)	294	469	262	99.62	0	0	2074073	29425	2038	2038	163868	367	303	288	2809	2713
MAG09217	k__Bacteria (UID203)	5449	103	57	52.95	0	0	3602116	41817	3601	3601	8494	355	303	291	2182	2037
MAG09218	o__Clostridiales (UID1212)	172	263	149	99.33	0.67	0	2238551	34866	2080	2080	1268424	380	314	297	2492	2297
MAG09219	o__Selenomonadales (UID1024)	64	334	167	96.11	0	0	2339915	23573	2202	2202	38385	377	312	301	1903	1720
MAG09220	g__Streptococcus (UID559)	118	610	282	90.94	0.13	50	1653499	22598	1654	1654	28815	357	298	284	1506	1413
MAG09221	o__Clostridiales (UID1226)	155	278	158	53.05	4.74	7.69	2547302	32440	2728	2728	5596	335	274	262	1768	1645
MAG09222	g__Streptococcus (UID684)	26	668	229	62.62	1.75	36.36	1138168	14144	1197	1197	7165	321	270	258	1213	1169
MAG09223	g__Bacteroides (UID2691)	33	839	309	99.46	1.29	16.67	6880037	111762	5408	5408	205125	478	387	366	2058	1946
MAG09224	o__Lactobacillales (UID544)	293	475	267	97.85	0.94	33.33	2557083	33415	2619	2619	16885	352	289	276	2033	1910
MAG09225	f__Bifidobacteriaceae (UID1458)	77	464	220	100	0.45	100	2133042	22279	1753	1753	253828	422	358	346	3113	3022
MAG09226	o__Clostridiales (UID1212)	172	263	149	89.71	4.03	30	2514760	29365	2559	2559	31833	347	298	286	1405	1325
MAG09227	f__Lachnospiraceae (UID1286)	57	420	207	95.37	2.17	0	2707014	35595	2586	2586	37597	383	318	304	1518	1449
MAG09228	c__Deltaproteobacteria (UID3218)	61	284	169	89.72	0.23	0	3329343	27669	3480	3480	4788	353	273	265	2253	2182
MAG09229	p__Actinobacteria (UID2112)	31	211	124	98.7	0.12	0	3259143	26384	2964	2964	20405	394	321	312	3828	3692
MAG09230	o__Clostridiales (UID1212)	172	261	147	96.17	0	0	3452158	32507	3338	3338	25628	373	303	293	1661	1582
MAG09231	o__Bacteroidales (UID2657)	160	492	269	97.4	0.37	100	4933056	73960	4039	4039	100320	435	365	347	2049	1928
MAG09232	o__Clostridiales (UID1226)	155	278	158	98.93	0.63	0	2913511	34262	2580	2580	127724	408	333	320	2385	2267
MAG09233	o__Clostridiales (UID1226)	155	278	158	96.62	0.21	0	2451942	32817	2293	2293	56278	400	328	313	2607	2448
MAG09234	f__Lachnospiraceae (UID1256)	33	333	171	92.4	0	0	2270021	28559	2134	2134	55284	383	319	306	2996	2865
MAG09235	f__Enterobacteriaceae (UID5121)	138	1162	336	93.62	0.36	66.67	4544026	44499	4376	4376	26262	367	310	300	1650	1590
MAG09236	f__Lachnospiraceae (UID1286)	57	420	207	92.54	1.5	0	3275557	41889	2939	2940	86577	405	333	319	3106	2920
MAG09237	o__Clostridiales (UID1226)	155	278	158	71.99	0.95	0	2023675	21675	2015	2015	6519	370	293	282	3069	2944
MAG09238	p__Actinobacteria (UID2112)	31	211	124	98.39	1.61	50	2399315	18674	2041	2041	102357	397	332	323	2651	2475
MAG09239	o__Clostridiales (UID1226)	155	278	158	89.23	1.18	25	2985284	36176	2790	2790	24775	386	316	303	2658	2489
MAG09240	o__Clostridiales (UID1226)	155	278	158	93.88	3.8	0	3505250	44976	3157	3157	30880	392	320	306	3408	3166
MAG09241	o__Clostridiales (UID1226)	155	278	158	92.93	0.63	0	2336474	26636	2178	2178	15809	391	318	306	1530	1480
MAG09242	f__Bifidobacteriaceae (UID1458)	77	464	220	99.7	0.23	0	2206682	24282	1750	1750	710790	427	369	355	3111	3010
MAG09243	o__Clostridiales (UID1212)	172	263	149	97.99	1.34	0	2932437	30914	2655	2655	131295	393	319	307	2425	2363
MAG09244	o__Clostridiales (UID1212)	172	260	146	61.99	0.75	50	1980402	27668	2466	2466	3115	302	238	227	1323	1272
MAG09245	o__Selenomonadales (UID1024)	64	334	167	98.5	0	0	2192444	21522	2026	2026	51961	377	318	308	1651	1582
MAG09246	p__Actinobacteria (UID2112)	31	211	124	98.39	0.27	0	2563743	21282	2169	2169	95944	415	344	334	12682	12011
MAG09247	o__Clostridiales (UID1226)	155	278	158	74.21	0.95	0	2363626	27727	2575	2575	4985	337	276	265	1384	1295
MAG09248	p__Actinobacteria (UID2112)	31	211	124	100	0	0	2301265	19620	1986	1986	141627	398	339	329	2532	2389
MAG09249	g__Prevotella (UID2721)	65	530	280	76.18	0.09	100	2656346	41307	2236	2236	17220	435	352	334	4955	4549
MAG09250	k__Bacteria (UID203)	5449	104	58	67.24	1.72	0	1950357	23494	1946	1946	7007	373	301	289	2731	2596
MAG09251	k__Bacteria (UID2372)	131	177	106	100	0	0	2143394	32423	2141	2141	33941	360	301	286	3119	2904
MAG09252	o__Clostridiales (UID1226)	155	278	158	98.66	0.65	50	2967260	35062	2613	2613	90090	405	334	321	2987	2790
MAG09253	p__Firmicutes (UID1022)	100	295	158	98.01	0.02	0	2078637	22054	1942	1942	32808	360	304	293	1635	1552
MAG09254	o__Clostridiales (UID1212)	172	263	149	94.63	0.67	0	2579826	25277	2543	2543	104776	377	303	293	3232	3119
MAG09255	f__Lachnospiraceae (UID1286)	57	420	207	90.82	1.76	20	2468085	32633	2370	2370	83623	388	318	304	1511	1449
MAG09256	o__Clostridiales (UID1212)	172	263	149	69.87	2.04	7.69	1686052	15468	1893	1893	3107	336	265	257	2191	2063
MAG09257	o__Clostridiales (UID1212)	172	261	147	99.02	0	0	2497819	25652	2323	2323	111339	378	312	301	1516	1445
