ID	secondary_cluster	threshold	cluster_method	comparison_algorithm	primary_cluster	SGB_id
MAG09468	121_3	0.05	average	ANImf	121	SGB121
MAG09469	774_2	0.05	average	ANImf	774	SGB774
MAG09470	592_2	0.05	average	ANImf	592	SGB592
MAG09471	255_1	0.05	average	ANImf	255	SGB255
MAG09472	167_1	0.05	average	ANImf	167	SGB167
MAG09473	453_1	0.05	average	ANImf	453	SGB453
MAG09474	701_1	0.05	average	ANImf	701	SGB701
MAG09475	625_5	0.05	average	ANImf	625	SGB625
MAG09476	711_1	0.05	average	ANImf	711	SGB711
MAG09477	165_2	0.05	average	ANImf	165	SGB165
MAG09478	434_1	0.05	average	ANImf	434	SGB434
MAG09479	316_2	0.05	average	ANImf	316	SGB316
MAG09480	37_1	0.05	average	ANImf	37	SGB37
MAG09481	417_1	0.05	average	ANImf	417	SGB417
MAG09482	407_1	0.05	average	ANImf	407	SGB407
MAG09483	844_1	0.05	average	ANImf	844	SGB844
MAG09484	463_2	0.05	average	ANImf	463	SGB463
MAG09485	237_1	0.05	average	ANImf	237	SGB237
MAG09486	460_1	0.05	average	ANImf	460	SGB460
MAG09487	440_1	0.05	average	ANImf	440	SGB440
MAG09488	700_2	0.05	average	ANImf	700	SGB700
MAG09489	239_1	0.05	average	ANImf	239	SGB239
MAG09490	762_1	0.05	average	ANImf	762	SGB762
MAG09491	199_1	0.05	average	ANImf	199	SGB199
MAG09492	387_1	0.05	average	ANImf	387	SGB387
MAG09493	247_1	0.05	average	ANImf	247	SGB247
MAG09494	258_2	0.05	average	ANImf	258	SGB258
MAG09495	441_1	0.05	average	ANImf	441	SGB441
MAG09496	772_1	0.05	average	ANImf	772	SGB772
MAG09497	843_3	0.05	average	ANImf	843	SGB843
MAG09498	405_1	0.05	average	ANImf	405	SGB405
MAG09499	14_1	0.05	average	ANImf	14	SGB14
MAG09500	667_1	0.05	average	ANImf	667	SGB667
MAG09501	831_1	0.05	average	ANImf	831	SGB831
MAG09502	274_1	0.05	average	ANImf	274	SGB274
MAG09503	180_1	0.05	average	ANImf	180	SGB180
MAG09504	402_1	0.05	average	ANImf	402	SGB402
MAG09505	12_0	0.05	average	ANImf	12	SGB12
MAG09506	824_1	0.05	average	ANImf	824	SGB824
MAG09507	619_0	0.05	average	ANImf	619	SGB619
MAG09508	14_1	0.05	average	ANImf	14	SGB14
MAG09509	823_1	0.05	average	ANImf	823	SGB823
MAG09510	612_1	0.05	average	ANImf	612	SGB612
MAG09511	132_1	0.05	average	ANImf	132	SGB132
MAG09512	618_1	0.05	average	ANImf	618	SGB618
MAG09513	533_0	0.05	average	ANImf	533	SGB533
MAG09514	637_1	0.05	average	ANImf	637	SGB637
MAG09515	819_0	0.05	average	ANImf	819	SGB819
MAG09516	424_2	0.05	average	ANImf	424	SGB424
MAG09517	440_1	0.05	average	ANImf	440	SGB440
MAG09518	573_1	0.05	average	ANImf	573	SGB573
MAG09519	316_2	0.05	average	ANImf	316	SGB316
MAG09520	761_1	0.05	average	ANImf	761	SGB761
MAG09521	414_1	0.05	average	ANImf	414	SGB414
MAG09522	406_1	0.05	average	ANImf	406	SGB406
MAG09523	438_1	0.05	average	ANImf	438	SGB438
MAG09524	761_1	0.05	average	ANImf	761	SGB761
MAG09525	424_2	0.05	average	ANImf	424	SGB424
MAG09526	307_1	0.05	average	ANImf	307	SGB307
MAG09527	316_2	0.05	average	ANImf	316	SGB316
MAG09528	489_1	0.05	average	ANImf	489	SGB489
MAG09529	165_1	0.05	average	ANImf	165	SGB165
MAG09530	605_1	0.05	average	ANImf	605	SGB605
MAG09531	576_1	0.05	average	ANImf	576	SGB576
MAG09532	413_1	0.05	average	ANImf	413	SGB413
MAG09533	460_1	0.05	average	ANImf	460	SGB460
MAG09534	406_1	0.05	average	ANImf	406	SGB406
MAG09535	573_1	0.05	average	ANImf	573	SGB573
MAG09536	440_1	0.05	average	ANImf	440	SGB440
MAG09537	42_1	0.05	average	ANImf	42	SGB42
MAG09538	689_1	0.05	average	ANImf	689	SGB689
MAG09539	274_1	0.05	average	ANImf	274	SGB274
MAG09540	216_1	0.05	average	ANImf	216	SGB216
MAG09541	14_1	0.05	average	ANImf	14	SGB14
MAG09542	592_15	0.05	average	ANImf	592	SGB592
MAG09543	241_1	0.05	average	ANImf	241	SGB241
MAG09544	239_1	0.05	average	ANImf	239	SGB239
MAG09545	434_1	0.05	average	ANImf	434	SGB434
MAG09546	322_1	0.05	average	ANImf	322	SGB322
MAG09547	438_1	0.05	average	ANImf	438	SGB438
MAG09548	843_3	0.05	average	ANImf	843	SGB843
MAG09549	191_1	0.05	average	ANImf	191	SGB191
MAG09550	257_1	0.05	average	ANImf	257	SGB257
MAG09551	440_1	0.05	average	ANImf	440	SGB440
MAG09552	497_1	0.05	average	ANImf	497	SGB497
MAG09553	487_1	0.05	average	ANImf	487	SGB487
MAG09554	37_1	0.05	average	ANImf	37	SGB37
MAG09555	280_1	0.05	average	ANImf	280	SGB280
MAG09556	666_1	0.05	average	ANImf	666	SGB666
MAG09557	608_1	0.05	average	ANImf	608	SGB608
MAG09558	782_2	0.05	average	ANImf	782	SGB782
MAG09559	202_1	0.05	average	ANImf	202	SGB202
MAG09560	675_1	0.05	average	ANImf	675	SGB675
MAG09561	307_1	0.05	average	ANImf	307	SGB307
MAG09562	316_2	0.05	average	ANImf	316	SGB316
MAG09563	247_1	0.05	average	ANImf	247	SGB247
MAG09564	460_1	0.05	average	ANImf	460	SGB460
MAG09565	251_1	0.05	average	ANImf	251	SGB251
MAG09566	161_1	0.05	average	ANImf	161	SGB161
MAG09567	516_1	0.05	average	ANImf	516	SGB516
MAG09568	703_1	0.05	average	ANImf	703	SGB703
MAG09569	714_1	0.05	average	ANImf	714	SGB714
MAG09570	479_2	0.05	average	ANImf	479	SGB479
MAG09571	438_1	0.05	average	ANImf	438	SGB438
MAG09572	426_2	0.05	average	ANImf	426	SGB426
MAG09573	440_1	0.05	average	ANImf	440	SGB440
MAG09574	218_1	0.05	average	ANImf	218	SGB218
MAG09575	247_1	0.05	average	ANImf	247	SGB247
MAG09576	262_2	0.05	average	ANImf	262	SGB262
MAG09577	180_1	0.05	average	ANImf	180	SGB180
MAG09578	193_1	0.05	average	ANImf	193	SGB193
MAG09579	146_1	0.05	average	ANImf	146	SGB146
MAG09580	274_1	0.05	average	ANImf	274	SGB274
MAG09581	592_2	0.05	average	ANImf	592	SGB592
MAG09582	714_1	0.05	average	ANImf	714	SGB714
MAG09583	246_1	0.05	average	ANImf	246	SGB246
MAG09584	208_1	0.05	average	ANImf	208	SGB208
MAG09585	440_1	0.05	average	ANImf	440	SGB440
MAG09586	280_1	0.05	average	ANImf	280	SGB280
MAG09587	213_1	0.05	average	ANImf	213	SGB213
MAG09588	605_1	0.05	average	ANImf	605	SGB605
MAG09589	40_1	0.05	average	ANImf	40	SGB40
MAG09590	402_1	0.05	average	ANImf	402	SGB402
MAG09591	608_1	0.05	average	ANImf	608	SGB608
MAG09592	216_1	0.05	average	ANImf	216	SGB216
MAG09593	241_1	0.05	average	ANImf	241	SGB241
MAG09594	516_1	0.05	average	ANImf	516	SGB516
MAG09595	423_1	0.05	average	ANImf	423	SGB423
MAG09596	239_1	0.05	average	ANImf	239	SGB239
MAG09597	124_1	0.05	average	ANImf	124	SGB124
MAG09598	311_1	0.05	average	ANImf	311	SGB311
MAG09599	258_3	0.05	average	ANImf	258	SGB258
MAG09600	707_2	0.05	average	ANImf	707	SGB707
MAG09601	604_1	0.05	average	ANImf	604	SGB604
MAG09602	202_1	0.05	average	ANImf	202	SGB202
MAG09603	442_1	0.05	average	ANImf	442	SGB442
MAG09604	460_1	0.05	average	ANImf	460	SGB460
MAG09605	484_1	0.05	average	ANImf	484	SGB484
MAG09606	305_1	0.05	average	ANImf	305	SGB305
MAG09607	203_1	0.05	average	ANImf	203	SGB203
MAG09608	640_2	0.05	average	ANImf	640	SGB640
MAG09609	307_1	0.05	average	ANImf	307	SGB307
MAG09610	110_2	0.05	average	ANImf	110	SGB110
MAG09611	440_1	0.05	average	ANImf	440	SGB440
MAG09612	261_1	0.05	average	ANImf	261	SGB261
MAG09613	165_1	0.05	average	ANImf	165	SGB165
MAG09614	242_2	0.05	average	ANImf	242	SGB242
MAG09615	247_1	0.05	average	ANImf	247	SGB247
MAG09616	213_1	0.05	average	ANImf	213	SGB213
MAG09617	216_2	0.05	average	ANImf	216	SGB216
MAG09618	144_1	0.05	average	ANImf	144	SGB144
MAG09619	259_1	0.05	average	ANImf	259	SGB259
MAG09620	166_1	0.05	average	ANImf	166	SGB166
MAG09621	590_1	0.05	average	ANImf	590	SGB590
MAG09622	711_1	0.05	average	ANImf	711	SGB711
MAG09623	625_7	0.05	average	ANImf	625	SGB625
MAG09624	605_1	0.05	average	ANImf	605	SGB605
MAG09625	174_1	0.05	average	ANImf	174	SGB174
MAG09626	251_1	0.05	average	ANImf	251	SGB251
MAG09627	592_24	0.05	average	ANImf	592	SGB592
MAG09628	116_1	0.05	average	ANImf	116	SGB116
MAG09629	493_0	0.05	average	ANImf	493	SGB493
MAG09630	280_1	0.05	average	ANImf	280	SGB280
MAG09631	276_2	0.05	average	ANImf	276	SGB276
MAG09632	219_1	0.05	average	ANImf	219	SGB219
MAG09633	405_1	0.05	average	ANImf	405	SGB405
MAG09634	576_1	0.05	average	ANImf	576	SGB576
MAG09635	171_1	0.05	average	ANImf	171	SGB171
MAG09636	36_1	0.05	average	ANImf	36	SGB36
MAG09637	143_0	0.05	average	ANImf	143	SGB143
MAG09638	274_1	0.05	average	ANImf	274	SGB274
MAG09639	216_1	0.05	average	ANImf	216	SGB216
MAG09640	605_1	0.05	average	ANImf	605	SGB605
MAG09641	280_1	0.05	average	ANImf	280	SGB280
MAG09642	608_1	0.05	average	ANImf	608	SGB608
MAG09643	782_1	0.05	average	ANImf	782	SGB782
MAG09644	203_1	0.05	average	ANImf	203	SGB203
MAG09645	700_2	0.05	average	ANImf	700	SGB700
MAG09646	604_1	0.05	average	ANImf	604	SGB604
MAG09647	196_1	0.05	average	ANImf	196	SGB196
MAG09648	702_1	0.05	average	ANImf	702	SGB702
MAG09649	746_1	0.05	average	ANImf	746	SGB746
MAG09650	567_1	0.05	average	ANImf	567	SGB567
MAG09651	37_1	0.05	average	ANImf	37	SGB37
MAG09652	103_1	0.05	average	ANImf	103	SGB103
MAG09653	43_1	0.05	average	ANImf	43	SGB43
MAG09654	239_1	0.05	average	ANImf	239	SGB239
MAG09655	545_0	0.05	average	ANImf	545	SGB545
MAG09656	226_1	0.05	average	ANImf	226	SGB226
MAG09657	40_1	0.05	average	ANImf	40	SGB40
MAG09658	56_1	0.05	average	ANImf	56	SGB56
MAG09659	349_2	0.05	average	ANImf	349	SGB349
MAG09660	666_1	0.05	average	ANImf	666	SGB666
MAG09661	305_1	0.05	average	ANImf	305	SGB305
MAG09662	150_1	0.05	average	ANImf	150	SGB150
MAG09663	241_1	0.05	average	ANImf	241	SGB241
MAG09664	34_1	0.05	average	ANImf	34	SGB34
MAG09665	434_1	0.05	average	ANImf	434	SGB434
MAG09666	257_1	0.05	average	ANImf	257	SGB257
MAG09667	192_1	0.05	average	ANImf	192	SGB192
MAG09668	714_1	0.05	average	ANImf	714	SGB714
MAG09669	592_36	0.05	average	ANImf	592	SGB592
MAG09670	703_1	0.05	average	ANImf	703	SGB703
MAG09671	38_1	0.05	average	ANImf	38	SGB38
MAG09672	843_3	0.05	average	ANImf	843	SGB843
MAG09673	121_3	0.05	average	ANImf	121	SGB121
MAG09674	150_1	0.05	average	ANImf	150	SGB150
MAG09675	42_2	0.05	average	ANImf	42	SGB42
MAG09676	566_1	0.05	average	ANImf	566	SGB566
MAG09677	239_1	0.05	average	ANImf	239	SGB239
MAG09678	689_1	0.05	average	ANImf	689	SGB689
MAG09679	305_1	0.05	average	ANImf	305	SGB305
MAG09680	714_1	0.05	average	ANImf	714	SGB714
MAG09681	40_1	0.05	average	ANImf	40	SGB40
MAG09682	261_1	0.05	average	ANImf	261	SGB261
MAG09683	484_1	0.05	average	ANImf	484	SGB484
MAG09684	592_22	0.05	average	ANImf	592	SGB592
MAG09685	460_1	0.05	average	ANImf	460	SGB460
MAG09686	218_1	0.05	average	ANImf	218	SGB218
MAG09687	280_1	0.05	average	ANImf	280	SGB280
MAG09688	609_3	0.05	average	ANImf	609	SGB609
MAG09689	140_2	0.05	average	ANImf	140	SGB140
MAG09690	675_1	0.05	average	ANImf	675	SGB675
MAG09691	701_1	0.05	average	ANImf	701	SGB701
MAG09692	213_1	0.05	average	ANImf	213	SGB213
MAG09693	208_1	0.05	average	ANImf	208	SGB208
MAG09694	605_1	0.05	average	ANImf	605	SGB605
MAG09695	216_2	0.05	average	ANImf	216	SGB216
MAG09696	707_2	0.05	average	ANImf	707	SGB707
MAG09697	37_1	0.05	average	ANImf	37	SGB37
MAG09698	464_2	0.05	average	ANImf	464	SGB464
MAG09699	110_2	0.05	average	ANImf	110	SGB110
MAG09700	516_1	0.05	average	ANImf	516	SGB516
MAG09701	440_1	0.05	average	ANImf	440	SGB440
MAG09702	274_1	0.05	average	ANImf	274	SGB274
MAG09703	608_1	0.05	average	ANImf	608	SGB608
MAG09704	242_2	0.05	average	ANImf	242	SGB242
MAG09705	258_2	0.05	average	ANImf	258	SGB258
MAG09706	702_1	0.05	average	ANImf	702	SGB702
MAG09707	446_1	0.05	average	ANImf	446	SGB446
MAG09708	707_2	0.05	average	ANImf	707	SGB707
MAG09709	238_2	0.05	average	ANImf	238	SGB238
MAG09710	486_1	0.05	average	ANImf	486	SGB486
MAG09711	440_1	0.05	average	ANImf	440	SGB440
MAG09712	843_3	0.05	average	ANImf	843	SGB843
MAG09713	202_1	0.05	average	ANImf	202	SGB202
MAG09714	438_1	0.05	average	ANImf	438	SGB438
MAG09715	144_1	0.05	average	ANImf	144	SGB144
MAG09716	218_1	0.05	average	ANImf	218	SGB218
MAG09717	504_1	0.05	average	ANImf	504	SGB504
MAG09718	592_1	0.05	average	ANImf	592	SGB592
MAG09719	42_1	0.05	average	ANImf	42	SGB42
MAG09720	511_2	0.05	average	ANImf	511	SGB511
MAG09721	251_1	0.05	average	ANImf	251	SGB251
MAG09722	407_1	0.05	average	ANImf	407	SGB407
MAG09723	460_1	0.05	average	ANImf	460	SGB460
MAG09724	332_1	0.05	average	ANImf	332	SGB332
MAG09725	239_1	0.05	average	ANImf	239	SGB239
MAG09726	442_1	0.05	average	ANImf	442	SGB442
MAG09727	274_1	0.05	average	ANImf	274	SGB274
MAG09728	208_1	0.05	average	ANImf	208	SGB208
MAG09729	714_1	0.05	average	ANImf	714	SGB714
MAG09730	731_1	0.05	average	ANImf	731	SGB731
MAG09731	675_1	0.05	average	ANImf	675	SGB675
MAG09732	150_1	0.05	average	ANImf	150	SGB150
MAG09733	55_1	0.05	average	ANImf	55	SGB55
MAG09734	701_1	0.05	average	ANImf	701	SGB701
MAG09735	702_3	0.05	average	ANImf	702	SGB702
MAG09736	426_2	0.05	average	ANImf	426	SGB426
MAG09737	216_1	0.05	average	ANImf	216	SGB216
MAG09738	203_1	0.05	average	ANImf	203	SGB203
MAG09739	258_3	0.05	average	ANImf	258	SGB258
MAG09740	682_1	0.05	average	ANImf	682	SGB682
MAG09741	672_1	0.05	average	ANImf	672	SGB672
MAG09742	748_1	0.05	average	ANImf	748	SGB748
MAG09743	173_1	0.05	average	ANImf	173	SGB173
MAG09744	407_1	0.05	average	ANImf	407	SGB407
MAG09745	671_1	0.05	average	ANImf	671	SGB671
MAG09746	509_1	0.05	average	ANImf	509	SGB509
MAG09747	42_1	0.05	average	ANImf	42	SGB42
MAG09748	178_1	0.05	average	ANImf	178	SGB178
MAG09749	592_30	0.05	average	ANImf	592	SGB592
MAG09750	332_1	0.05	average	ANImf	332	SGB332
MAG09751	237_1	0.05	average	ANImf	237	SGB237
MAG09752	768_1	0.05	average	ANImf	768	SGB768
MAG09753	599_1	0.05	average	ANImf	599	SGB599
MAG09754	524_1	0.05	average	ANImf	524	SGB524
MAG09755	216_1	0.05	average	ANImf	216	SGB216
MAG09756	334_2	0.05	average	ANImf	334	SGB334
MAG09757	711_1	0.05	average	ANImf	711	SGB711
MAG09758	698_1	0.05	average	ANImf	698	SGB698
MAG09759	36_1	0.05	average	ANImf	36	SGB36
MAG09760	700_2	0.05	average	ANImf	700	SGB700
MAG09761	49_1	0.05	average	ANImf	49	SGB49
MAG09762	251_1	0.05	average	ANImf	251	SGB251
MAG09763	387_1	0.05	average	ANImf	387	SGB387
MAG09764	773_2	0.05	average	ANImf	773	SGB773
MAG09765	479_1	0.05	average	ANImf	479	SGB479
MAG09766	182_1	0.05	average	ANImf	182	SGB182
MAG09767	63_1	0.05	average	ANImf	63	SGB63
MAG09768	460_1	0.05	average	ANImf	460	SGB460
MAG09769	504_1	0.05	average	ANImf	504	SGB504
MAG09770	686_1	0.05	average	ANImf	686	SGB686
MAG09771	296_1	0.05	average	ANImf	296	SGB296
MAG09772	202_1	0.05	average	ANImf	202	SGB202
MAG09773	191_1	0.05	average	ANImf	191	SGB191
MAG09774	678_0	0.05	average	ANImf	678	SGB678
MAG09775	239_1	0.05	average	ANImf	239	SGB239
MAG09776	213_1	0.05	average	ANImf	213	SGB213
MAG09777	703_1	0.05	average	ANImf	703	SGB703
MAG09778	274_1	0.05	average	ANImf	274	SGB274
MAG09779	110_2	0.05	average	ANImf	110	SGB110
MAG09780	558_1	0.05	average	ANImf	558	SGB558
MAG09781	762_1	0.05	average	ANImf	762	SGB762
MAG09782	735_0	0.05	average	ANImf	735	SGB735
MAG09783	473_1	0.05	average	ANImf	473	SGB473
MAG09784	247_1	0.05	average	ANImf	247	SGB247
MAG09785	144_1	0.05	average	ANImf	144	SGB144
MAG09786	502_1	0.05	average	ANImf	502	SGB502
MAG09787	675_1	0.05	average	ANImf	675	SGB675
MAG09788	689_1	0.05	average	ANImf	689	SGB689
MAG09789	861_1	0.05	average	ANImf	861	SGB861
MAG09790	150_1	0.05	average	ANImf	150	SGB150
MAG09791	434_1	0.05	average	ANImf	434	SGB434
MAG09792	530_1	0.05	average	ANImf	530	SGB530
MAG09793	196_1	0.05	average	ANImf	196	SGB196
MAG09794	61_1	0.05	average	ANImf	61	SGB61
MAG09795	453_1	0.05	average	ANImf	453	SGB453
MAG09796	739_1	0.05	average	ANImf	739	SGB739
MAG09797	511_2	0.05	average	ANImf	511	SGB511
MAG09798	40_1	0.05	average	ANImf	40	SGB40
MAG09799	643_1	0.05	average	ANImf	643	SGB643
MAG09800	405_1	0.05	average	ANImf	405	SGB405
MAG09801	438_1	0.05	average	ANImf	438	SGB438
MAG09802	140_3	0.05	average	ANImf	140	SGB140
MAG09803	715_1	0.05	average	ANImf	715	SGB715
MAG09804	354_1	0.05	average	ANImf	354	SGB354
MAG09805	150_1	0.05	average	ANImf	150	SGB150
MAG09806	434_1	0.05	average	ANImf	434	SGB434
MAG09807	144_1	0.05	average	ANImf	144	SGB144
MAG09808	592_28	0.05	average	ANImf	592	SGB592
MAG09809	213_1	0.05	average	ANImf	213	SGB213
MAG09810	442_1	0.05	average	ANImf	442	SGB442
MAG09811	208_1	0.05	average	ANImf	208	SGB208
MAG09812	247_1	0.05	average	ANImf	247	SGB247
MAG09813	609_3	0.05	average	ANImf	609	SGB609
MAG09814	116_1	0.05	average	ANImf	116	SGB116
MAG09815	576_1	0.05	average	ANImf	576	SGB576
MAG09816	261_1	0.05	average	ANImf	261	SGB261
MAG09817	773_2	0.05	average	ANImf	773	SGB773
MAG09818	511_2	0.05	average	ANImf	511	SGB511
MAG09819	731_1	0.05	average	ANImf	731	SGB731
MAG09820	479_2	0.05	average	ANImf	479	SGB479
MAG09821	387_1	0.05	average	ANImf	387	SGB387
MAG09822	262_2	0.05	average	ANImf	262	SGB262
MAG09823	438_1	0.05	average	ANImf	438	SGB438
MAG09824	642_1	0.05	average	ANImf	642	SGB642
MAG09825	407_1	0.05	average	ANImf	407	SGB407
MAG09826	305_1	0.05	average	ANImf	305	SGB305
MAG09827	671_1	0.05	average	ANImf	671	SGB671
MAG09828	666_1	0.05	average	ANImf	666	SGB666
MAG09829	307_1	0.05	average	ANImf	307	SGB307
MAG09830	191_1	0.05	average	ANImf	191	SGB191
MAG09831	171_1	0.05	average	ANImf	171	SGB171
MAG09832	460_1	0.05	average	ANImf	460	SGB460
MAG09833	202_1	0.05	average	ANImf	202	SGB202
MAG09834	605_1	0.05	average	ANImf	605	SGB605
MAG09835	707_2	0.05	average	ANImf	707	SGB707
MAG09836	225_1	0.05	average	ANImf	225	SGB225
MAG09837	750_0	0.05	average	ANImf	750	SGB750
MAG09838	732_1	0.05	average	ANImf	732	SGB732
MAG09839	274_1	0.05	average	ANImf	274	SGB274
MAG09840	714_1	0.05	average	ANImf	714	SGB714
MAG09841	180_1	0.05	average	ANImf	180	SGB180
MAG09842	203_1	0.05	average	ANImf	203	SGB203
MAG09843	516_1	0.05	average	ANImf	516	SGB516
MAG09844	500_1	0.05	average	ANImf	500	SGB500
MAG09845	402_1	0.05	average	ANImf	402	SGB402
MAG09846	140_1	0.05	average	ANImf	140	SGB140
MAG09847	239_1	0.05	average	ANImf	239	SGB239
MAG09848	688_1	0.05	average	ANImf	688	SGB688
MAG09849	516_1	0.05	average	ANImf	516	SGB516
MAG09850	475_1	0.05	average	ANImf	475	SGB475
MAG09851	37_1	0.05	average	ANImf	37	SGB37
MAG09852	216_1	0.05	average	ANImf	216	SGB216
MAG09853	202_1	0.05	average	ANImf	202	SGB202
MAG09854	576_1	0.05	average	ANImf	576	SGB576
MAG09855	689_1	0.05	average	ANImf	689	SGB689
MAG09856	666_1	0.05	average	ANImf	666	SGB666
MAG09857	110_2	0.05	average	ANImf	110	SGB110
MAG09858	14_1	0.05	average	ANImf	14	SGB14
MAG09859	280_1	0.05	average	ANImf	280	SGB280
MAG09860	274_1	0.05	average	ANImf	274	SGB274
MAG09861	206_1	0.05	average	ANImf	206	SGB206
MAG09862	576_1	0.05	average	ANImf	576	SGB576
MAG09863	152_1	0.05	average	ANImf	152	SGB152
MAG09864	202_1	0.05	average	ANImf	202	SGB202
MAG09865	235_1	0.05	average	ANImf	235	SGB235
MAG09866	276_1	0.05	average	ANImf	276	SGB276
MAG09867	40_1	0.05	average	ANImf	40	SGB40
MAG09868	305_1	0.05	average	ANImf	305	SGB305
MAG09869	175_1	0.05	average	ANImf	175	SGB175
MAG09870	216_1	0.05	average	ANImf	216	SGB216
MAG09871	438_1	0.05	average	ANImf	438	SGB438
MAG09872	144_1	0.05	average	ANImf	144	SGB144
MAG09873	460_1	0.05	average	ANImf	460	SGB460
MAG09874	196_1	0.05	average	ANImf	196	SGB196
MAG09875	150_1	0.05	average	ANImf	150	SGB150
MAG09876	201_1	0.05	average	ANImf	201	SGB201
MAG09877	260_1	0.05	average	ANImf	260	SGB260
MAG09878	182_2	0.05	average	ANImf	182	SGB182
MAG09879	516_1	0.05	average	ANImf	516	SGB516
MAG09880	702_1	0.05	average	ANImf	702	SGB702
MAG09881	194_1	0.05	average	ANImf	194	SGB194
MAG09882	666_1	0.05	average	ANImf	666	SGB666
MAG09883	316_2	0.05	average	ANImf	316	SGB316
MAG09884	714_1	0.05	average	ANImf	714	SGB714
MAG09885	434_1	0.05	average	ANImf	434	SGB434
MAG09886	38_1	0.05	average	ANImf	38	SGB38
MAG09887	440_1	0.05	average	ANImf	440	SGB440
MAG09888	126_2	0.05	average	ANImf	126	SGB126
MAG09889	146_1	0.05	average	ANImf	146	SGB146
MAG09890	14_1	0.05	average	ANImf	14	SGB14
MAG09891	241_1	0.05	average	ANImf	241	SGB241
MAG09892	460_1	0.05	average	ANImf	460	SGB460
MAG09893	280_1	0.05	average	ANImf	280	SGB280
MAG09894	511_2	0.05	average	ANImf	511	SGB511
MAG09895	711_1	0.05	average	ANImf	711	SGB711
MAG09896	202_1	0.05	average	ANImf	202	SGB202
MAG09897	440_1	0.05	average	ANImf	440	SGB440
MAG09898	180_1	0.05	average	ANImf	180	SGB180
MAG09899	516_1	0.05	average	ANImf	516	SGB516
MAG09900	702_1	0.05	average	ANImf	702	SGB702
MAG09901	22_0	0.05	average	ANImf	22	SGB22
MAG09902	438_1	0.05	average	ANImf	438	SGB438
MAG09903	676_1	0.05	average	ANImf	676	SGB676
MAG09904	402_1	0.05	average	ANImf	402	SGB402
MAG09905	276_2	0.05	average	ANImf	276	SGB276
MAG09906	197_2	0.05	average	ANImf	197	SGB197
MAG09907	274_1	0.05	average	ANImf	274	SGB274
MAG09908	213_1	0.05	average	ANImf	213	SGB213
MAG09909	423_1	0.05	average	ANImf	423	SGB423
MAG09910	110_2	0.05	average	ANImf	110	SGB110
MAG09911	191_1	0.05	average	ANImf	191	SGB191
MAG09912	609_3	0.05	average	ANImf	609	SGB609
MAG09913	216_1	0.05	average	ANImf	216	SGB216
MAG09914	464_2	0.05	average	ANImf	464	SGB464
MAG09915	145_2	0.05	average	ANImf	145	SGB145
MAG09916	38_1	0.05	average	ANImf	38	SGB38
MAG09917	40_1	0.05	average	ANImf	40	SGB40
MAG09918	479_1	0.05	average	ANImf	479	SGB479
MAG09919	703_1	0.05	average	ANImf	703	SGB703
MAG09920	251_1	0.05	average	ANImf	251	SGB251
MAG09921	605_1	0.05	average	ANImf	605	SGB605
MAG09922	773_2	0.05	average	ANImf	773	SGB773
MAG09923	460_1	0.05	average	ANImf	460	SGB460
MAG09924	150_1	0.05	average	ANImf	150	SGB150
MAG09925	440_1	0.05	average	ANImf	440	SGB440
MAG09926	227_1	0.05	average	ANImf	227	SGB227
MAG09927	262_1	0.05	average	ANImf	262	SGB262
MAG09928	218_1	0.05	average	ANImf	218	SGB218
MAG09929	576_1	0.05	average	ANImf	576	SGB576
MAG09930	732_1	0.05	average	ANImf	732	SGB732
MAG09931	453_1	0.05	average	ANImf	453	SGB453
MAG09932	597_1	0.05	average	ANImf	597	SGB597
MAG09933	258_3	0.05	average	ANImf	258	SGB258
MAG09934	714_1	0.05	average	ANImf	714	SGB714
MAG09935	202_1	0.05	average	ANImf	202	SGB202
MAG09936	393_1	0.05	average	ANImf	393	SGB393
MAG09937	177_1	0.05	average	ANImf	177	SGB177
MAG09938	402_1	0.05	average	ANImf	402	SGB402
MAG09939	110_2	0.05	average	ANImf	110	SGB110
MAG09940	595_1	0.05	average	ANImf	595	SGB595
MAG09941	251_1	0.05	average	ANImf	251	SGB251
MAG09942	566_1	0.05	average	ANImf	566	SGB566
MAG09943	700_2	0.05	average	ANImf	700	SGB700
MAG09944	438_1	0.05	average	ANImf	438	SGB438
MAG09945	671_1	0.05	average	ANImf	671	SGB671
MAG09946	271_0	0.05	average	ANImf	271	SGB271
MAG09947	642_1	0.05	average	ANImf	642	SGB642
MAG09948	33_1	0.05	average	ANImf	33	SGB33
MAG09949	307_1	0.05	average	ANImf	307	SGB307
MAG09950	112_1	0.05	average	ANImf	112	SGB112
MAG09951	261_1	0.05	average	ANImf	261	SGB261
MAG09952	748_1	0.05	average	ANImf	748	SGB748
MAG09953	205_1	0.05	average	ANImf	205	SGB205
MAG09954	204_1	0.05	average	ANImf	204	SGB204
MAG09955	213_1	0.05	average	ANImf	213	SGB213
MAG09956	438_1	0.05	average	ANImf	438	SGB438
MAG09957	566_1	0.05	average	ANImf	566	SGB566
MAG09958	204_1	0.05	average	ANImf	204	SGB204
MAG09959	711_1	0.05	average	ANImf	711	SGB711
MAG09960	516_1	0.05	average	ANImf	516	SGB516
MAG09961	146_1	0.05	average	ANImf	146	SGB146
MAG09962	280_1	0.05	average	ANImf	280	SGB280
MAG09963	116_1	0.05	average	ANImf	116	SGB116
MAG09964	36_1	0.05	average	ANImf	36	SGB36
MAG09965	511_2	0.05	average	ANImf	511	SGB511
